time,timesecs,timens,j0pos,j1pos,j2pos,j3pos,j4pos,j5pos,j0vel,j1vel,j2vel,j3vel,j4vel,j5vel,j0acc,j1acc,j2acc,j3acc,j4acc,j5acc
 5.81,5,813866111,0.10636,-1.74149,1.807327,-1.637722,-1.570913,0.10636,-1.292992,-0.478573,0.390344,0.088353,0.001437,-1.292992,-2.111532,0.926302,-1.000338,0.075,0.001713,-2.111531 
 5.83,5,831974190,0.082597,-1.750003,1.81423,-1.63611,-1.570886,0.082597,-1.332171,-0.461037,0.371851,0.089327,0.001469,-1.332171,-2.217368,1.011703,-1.042842,0.032206,0.001813,-2.217367 
 5.84,5,849731779,0.058588,-1.758028,1.820667,-1.634519,-1.57086,0.058588,-1.372537,-0.44224,0.352908,0.089494,0.001502,-1.372537,-2.330812,1.106536,-1.091448,-0.013911,0.001919,-2.330812 
 5.86,5,867128083,0.034354,-1.765553,1.826639,-1.632964,-1.570833,0.034354,-1.407022,-0.420048,0.331843,0.088387,0.001529,-1.407021,-1.618901,1.441703,-1.326692,-0.113834,0.001132,-1.618901 
 5.88,5,884322818,0.00992,-1.772561,1.832148,-1.631461,-1.570807,0.00992,-1.435303,-0.394593,0.308793,0.086003,0.001549,-1.435302,-1.671703,1.52025,-1.355169,-0.163821,0.001187,-1.671703 
 5.90,5,901299853,-0.01469,-1.779039,1.837194,-1.630025,-1.57078,-0.01469,-1.464152,-0.368059,0.285495,0.082789,0.00157,-1.464152,-1.728135,1.606987,-1.390359,-0.215281,0.001245,-1.728135 
 5.91,5,918043142,-0.039448,-1.784975,1.841778,-1.628669,-1.570754,-0.039448,-1.493582,-0.340362,0.261867,0.078744,0.001591,-1.493581,-1.788506,1.702832,-1.433087,-0.26831,0.001305,-1.788506 
 5.93,5,934536847,-0.064328,-1.790356,1.8459,-1.627407,-1.570728,-0.064328,-1.523603,-0.311416,0.237816,0.073873,0.001613,-1.523602,-1.853151,1.808813,-1.484289,-0.322998,0.00137,-1.853151 
 5.95,5,950765467,-0.0893,-1.795169,1.849563,-1.626251,-1.570701,-0.0893,-1.554227,-0.281125,0.213245,0.068178,0.001636,-1.554226,-1.92243,1.926076,-1.545037,-0.37942,0.001439,-1.92243 
 5.96,5,966713959,-0.114334,-1.799406,1.852765,-1.625212,-1.570675,-0.114334,-1.585467,-0.249388,0.188045,0.061668,0.001659,-1.585466,-1.996734,2.0559,-1.616548,-0.437637,0.001513,-1.996734 
 5.98,5,982367874,-0.1394,-1.803055,1.855509,-1.624301,-1.570649,-0.1394,-1.617335,-0.216098,0.162097,0.054354,0.001684,-1.617334,-2.076482,2.199709,-1.700209,-0.497687,0.001594,-2.076482 
 5.99,5,997713476,-0.164466,-1.80611,1.857794,-1.623526,-1.570623,-0.164466,-1.641595,-0.180331,0.13467,0.04604,0.0017,-1.641594,-1.07039,2.453379,-1.867663,-0.584069,0.000557,-1.070391 
 6.01,6,12888105,-0.1895,-1.808562,1.859622,-1.622895,-1.570597,-0.1895,-1.649762,-0.141735,0.105458,0.03668,0.001701,-1.649761,0.0,2.622988,-1.974467,-0.647113,-0.000523,-1e-06 
 6.02,6,28024473,-0.214472,-1.810407,1.860992,-1.622414,-1.570571,-0.214472,-1.641595,-0.101385,0.075207,0.0266,0.001685,-1.641594,1.075822,2.696987,-2.013942,-0.681936,-0.001586,1.075821 
 6.04,6,43254230,-0.239349,-1.811639,1.861904,-1.622088,-1.570546,-0.239348,-1.625341,-0.060615,0.044841,0.016213,0.001661,-1.625341,1.059315,2.658746,-1.975156,-0.68253,-0.001519,1.059314 
 6.05,6,58558444,-0.264099,-1.812256,1.86236,-1.62192,-1.570521,-0.264099,-1.601322,-0.020172,0.014836,0.005788,0.00163,-1.601321,2.068076,2.615033,-1.93754,-0.676785,-0.002491,2.068074 
 6.07,6,74071583,-0.288694,-1.812256,1.862358,-1.621911,-1.570496,-0.288694,-1.56977,0.019608,-0.014638,-0.004507,0.001592,-1.569769,2.00129,2.515555,-1.86382,-0.6511,-0.002361,2.001288 
 6.08,6,89776734,-0.313102,-1.81164,1.8619,-1.622061,-1.570471,-0.313102,-1.538839,0.058395,-0.043414,-0.01451,0.001556,-1.538838,1.939082,2.425793,-1.802067,-0.623164,-0.002237,1.93908 
 6.10,6,105656535,-0.337295,-1.810409,1.860984,-1.62237,-1.570446,-0.337295,-1.508518,0.09626,-0.071617,-0.024163,0.001522,-1.508517,1.881123,2.344856,-1.751235,-0.59313,-0.002119,1.881121 
 6.12,6,121693312,-0.361246,-1.808565,1.859612,-1.622833,-1.570422,-0.361246,-1.478794,0.133266,-0.099364,-0.033414,0.001489,-1.478793,1.827106,2.271924,-1.710389,-0.561114,-0.002004,1.827105 
 6.13,6,137869225,-0.384929,-1.806113,1.857782,-1.623447,-1.570398,-0.384929,-1.449656,0.169473,-0.126766,-0.042213,0.001457,-1.449655,1.776742,2.206245,-1.678695,-0.527197,-0.001894,1.77674 
 6.15,6,154166409,-0.408319,-1.80306,1.855494,-1.624205,-1.570375,-0.408319,-1.421092,0.204935,-0.153927,-0.05051,0.001427,-1.421091,1.72976,2.147131,-1.655407,-0.491438,-0.001787,1.729758 
 6.17,6,170567106,-0.431394,-1.799411,1.852747,-1.625099,-1.570352,-0.431394,-1.393091,0.239703,-0.180941,-0.058259,0.001399,-1.39309,1.685905,2.093948,-1.639855,-0.453871,-0.001683,1.685904 
 6.18,6,187053802,-0.454133,-1.795175,1.849542,-1.626121,-1.570329,-0.454133,-1.365641,0.273821,-0.207901,-0.065415,0.001372,-1.365641,1.644941,2.046118,-1.631442,-0.414518,-0.001581,1.64494 
 6.20,6,203609344,-0.476517,-1.790362,1.845877,-1.627261,-1.570306,-0.476517,-1.338733,0.307331,-0.234888,-0.071935,0.001347,-1.338732,1.606645,2.003112,-1.629628,-0.373386,-0.001482,1.606644 
 6.22,6,220217050,-0.498529,-1.784982,1.841752,-1.628507,-1.570284,-0.498529,-1.305922,0.338503,-0.260617,-0.077379,0.001316,-1.305922,2.332892,1.743356,-1.462504,-0.281115,-0.002154,2.332891 
 6.23,6,237027248,-0.520154,-1.779047,1.837165,-1.629847,-1.570262,-0.520154,-1.267515,0.367072,-0.284904,-0.081666,0.001281,-1.267515,2.238055,1.656812,-1.427822,-0.229302,-0.002004,2.238054 
 6.25,6,254026566,-0.54138,-1.772569,1.832117,-1.631268,-1.570241,-0.54138,-1.230238,0.394545,-0.308923,-0.085126,0.001249,-1.230237,2.149023,1.576474,-1.398719,-0.178113,-0.001862,2.149022 
 6.27,6,271201936,-0.562194,-1.765561,1.826606,-1.632756,-1.57022,-0.562194,-1.194057,0.420971,-0.332733,-0.087748,0.001218,-1.194056,2.065308,1.501674,-1.374496,-0.127577,-0.001727,2.065306 
 6.28,6,288540683,-0.582589,-1.758037,1.820631,-1.634297,-1.570199,-0.582588,-1.15894,0.446395,-0.356387,-0.089526,0.001189,-1.158939,1.986464,1.431825,-1.354535,-0.077728,-0.001599,1.986462 
 6.30,6,306030595,-0.602556,-1.750012,1.814191,-1.635874,-1.570178,-0.602556,-1.11937,0.468469,-0.377992,-0.090005,0.001156,-1.11937,2.524197,1.088689,-1.111855,0.022433,-0.002114,2.524196 
 6.32,6,323836280,-0.62209,-1.741499,1.807286,-1.637474,-1.570158,-0.62209,-1.075693,0.487026,-0.397377,-0.089191,0.00112,-1.075692,2.383513,0.99673,-1.066076,0.068606,-0.001942,2.383512 
 6.34,6,341950968,-0.641189,-1.732515,1.799914,-1.639078,-1.570138,-0.641188,-1.033719,0.504305,-0.416306,-0.087554,0.001087,-1.033719,2.252163,0.911856,-1.024373,0.111773,-0.001782,2.252162 
 6.36,6,360368251,-0.659848,-1.723073,1.792075,-1.640672,-1.570118,-0.659848,-0.988564,0.517755,-0.432618,-0.084707,0.00105,-0.988564,2.635306,0.548991,-0.745642,0.195684,-0.002178,2.635305 
 6.37,6,379269264,-0.678068,-1.713191,1.783767,-1.642238,-1.570099,-0.678068,-0.940585,0.527321,-0.446189,-0.08072,0.001011,-0.940585,2.443904,0.464267,-0.69103,0.225828,-0.00198,2.443903 
 6.39,6,398656181,-0.69585,-1.702881,1.774988,-1.643761,-1.57008,-0.695849,-0.894934,0.535576,-0.459095,-0.076087,0.000974,-0.894934,2.267581,0.388303,-0.641023,0.251819,-0.0018,2.26758 
 6.41,6,418531617,-0.713195,-1.692161,1.765738,-1.645224,-1.570061,-0.713194,-0.847389,0.539907,-0.469011,-0.070521,0.000935,-0.847388,2.500893,0.051373,-0.358346,0.305931,-0.00208,2.500892 
 6.43,6,439102353,-0.730106,-1.681044,1.756016,-1.646611,-1.570042,-0.730105,-0.794445,0.537695,-0.473507,-0.063837,0.00089,-0.794444,2.629846,-0.259672,-0.082953,0.341493,-0.002273,2.629846 
 6.46,6,460596844,-0.746588,-1.669545,1.745819,-1.647906,-1.570023,-0.746587,-0.737452,0.529133,-0.472509,-0.056298,0.00084,-0.737452,2.656621,-0.52806,0.169384,0.357506,-0.002374,2.65662 
 6.48,6,483272872,-0.762645,-1.657679,1.735147,-1.649093,-1.570005,-0.762644,-0.677787,0.514619,-0.466122,-0.048195,0.000786,-0.677787,2.590539,-0.741727,0.385719,0.354849,-0.002388,2.590539 
 6.50,6,507426744,-0.778283,-1.645458,1.723998,-1.650157,-1.569987,-0.778283,-0.611709,0.490531,-0.450739,-0.039521,0.000723,-0.611708,2.826621,-1.217896,0.859227,0.357395,-0.002782,2.82662 
 6.53,6,533863651,-0.79351,-1.632897,1.712369,-1.651083,-1.569968,-0.79351,-0.581047,0.492415,-0.459391,-0.032767,0.000701,-0.581047,-0.393539,1.336897,-1.509508,0.172751,0.001038,-0.393539 
 6.55,6,559150660,-0.808332,-1.620008,1.700258,-1.651855,-1.56995,-0.808331,-0.548026,0.488252,-0.46206,-0.025951,0.000675,-0.548026,2.84535,-1.601531,1.258135,0.342101,-0.002954,2.84535 
 6.58,6,587438342,-0.822756,-1.606804,1.687665,-1.652459,-1.569932,-0.822756,-0.463145,0.433786,-0.416626,-0.016957,0.000583,-0.463145,3.017732,-2.130189,1.84417,0.284659,-0.00337,3.017731 
 6.62,6,621146528,-0.836791,-1.593295,1.674584,-1.652882,-1.569914,-0.836791,-0.382719,0.376817,-0.367468,-0.009183,0.000494,-0.382719,1.848464,-1.315625,1.130097,0.18469,-0.002059,1.848463 
 6.66,6,660263654,-0.850446,-1.579491,1.661015,-1.65311,-1.569897,-0.850445,-0.243,0.249047,-0.245933,-0.003009,0.00032,-0.243,3.11693,-3.050881,2.96692,0.082603,-0.004005,3.116929 
 6.75,6,757261561,-0.863728,-1.565405,1.646953,-1.653129,-1.569879,-0.863728,0.001565,-0.003288,-0.018839,0.022126,-2e-06,0.001565,2.888181,-3.097067,2.630287,0.46554,-0.00387,2.88818 
 6.85,6,852079913,-0.850447,-1.579798,1.657126,-1.648914,-1.569897,-0.850447,0.244401,-0.255889,0.176973,0.078811,-0.000322,0.244401,3.115261,-3.107757,2.080479,1.025921,-0.004002,3.11526 
 6.89,6,891228989,-0.836795,-1.593891,1.666782,-1.644484,-1.569914,-0.836794,0.400631,-0.40215,0.270711,0.131265,-0.000517,0.400631,2.958604,-2.404583,1.37168,1.03158,-0.003465,2.958603 
 6.92,6,922240366,-0.822761,-1.60767,1.675924,-1.639852,-1.569932,-0.822761,0.494226,-0.472112,0.307697,0.164198,-0.000623,0.494226,2.879777,-1.91877,0.892673,1.024791,-0.003136,2.879776 
 6.94,6,949151800,-0.808339,-1.621123,1.684552,-1.635034,-1.56995,-0.808338,0.572931,-0.519801,0.327361,0.192188,-0.000706,0.572931,2.89044,-1.554717,0.52626,1.027138,-0.002959,2.890439 
 6.97,6,973449161,-0.793519,-1.634237,1.69267,-1.630044,-1.569968,-0.793518,0.641842,-0.552192,0.335411,0.216497,-0.000774,0.641842,2.721549,-1.06511,0.111983,0.951883,-0.002598,2.721548 
 6.99,6,996046229,-0.778294,-1.646997,1.700279,-1.6249,-1.569987,-0.778294,0.70166,-0.571442,0.334048,0.237084,-0.00083,0.70166,2.535758,-0.614473,-0.243144,0.856464,-0.00226,2.535757 
 7.01,7,17479045,-0.762657,-1.659389,1.707381,-1.619617,-1.570005,-0.762657,0.755887,-0.581674,0.326395,0.254943,-0.000877,0.755887,2.508558,-0.330573,-0.474382,0.803831,-0.002142,2.508557 
 7.03,7,38004993,-0.746602,-1.6714,1.713978,-1.614211,-1.570023,-0.746601,0.806261,-0.585146,0.314245,0.270543,-0.000919,0.806261,2.383796,-0.000412,-0.710744,0.71011,-0.001935,2.383795 
 7.05,7,57852561,-0.730122,-1.683014,1.720073,-1.608699,-1.570042,-0.730122,0.855863,-0.584529,0.299325,0.284825,-0.00096,0.855862,2.617407,0.063605,-0.793843,0.729117,-0.00215,2.617406 
 7.07,7,77037151,-0.713213,-1.694216,1.725667,-1.603098,-1.570061,-0.713212,0.903884,-0.579729,0.281864,0.297466,-0.000998,0.903883,2.372197,0.440982,-1.025124,0.583166,-0.001844,2.372196 
 7.09,7,95758710,-0.69587,-1.704991,1.730762,-1.597426,-1.57008,-0.695869,0.954859,-0.573529,0.263238,0.309871,-0.00104,0.954859,3.097099,0.219664,-0.968541,0.747625,-0.00261,3.097098 
 7.11,7,113839363,-0.67809,-1.715324,1.73536,-1.591698,-1.570099,-0.67809,1.003318,-0.563117,0.242417,0.320261,-0.001078,1.003318,2.225369,0.935401,-1.32765,0.391429,-0.001655,2.225369 
 7.13,7,131643188,-0.659872,-1.7252,1.739464,-1.585934,-1.570118,-0.659871,1.044057,-0.545724,0.218313,0.326957,-0.001109,1.044056,2.352369,1.019222,-1.380619,0.360575,-0.001806,2.352368 
 7.14,7,149164907,-0.641214,-1.734605,1.743076,-1.580149,-1.570138,-0.641214,1.08645,-0.527088,0.193624,0.332995,-0.001142,1.086449,2.488024,1.10892,-1.438186,0.328443,-0.001968,2.488023 
 7.16,7,166398812,-0.622118,-1.743522,1.746197,-1.574361,-1.570158,-0.622117,1.124856,-0.504697,0.167534,0.336683,-0.001172,1.124855,1.95529,1.485639,-1.583339,0.097169,-0.001444,1.955289 
 7.18,7,183508205,-0.602585,-1.751939,1.748831,-1.568587,-1.570178,-0.602584,1.15894,-0.478738,0.140255,0.337994,-0.001198,1.158939,2.029894,1.549525,-1.605954,0.05593,-0.001567,2.029892 
 7.20,7,200482307,-0.582619,-1.759841,1.75098,-1.562842,-1.570199,-0.582619,1.194057,-0.451871,0.112771,0.338603,-0.001225,1.194056,2.108845,1.61697,-1.633044,0.01561,-0.001696,2.108843 
 7.21,7,217309778,-0.562226,-1.767215,1.752645,-1.557141,-1.57022,-0.562226,1.230238,-0.424067,0.085026,0.338537,-0.001255,1.230237,2.192536,1.688465,-1.665269,-0.02362,-0.001832,2.192535 
 7.23,7,233978767,-0.541413,-1.774048,1.75383,-1.551502,-1.570241,-0.541413,1.267515,-0.395297,0.056957,0.337828,-0.001287,1.267515,2.281398,1.764575,-1.703368,-0.061588,-0.001975,2.281396 
 7.25,7,250476975,-0.52019,-1.780329,1.754537,-1.545937,-1.570263,-0.520189,1.305922,-0.365522,0.028493,0.336513,-0.00132,1.305922,2.375902,1.845947,-1.748168,-0.098111,-0.002126,2.375901 
 7.26,7,266791721,-0.498566,-1.786045,1.754767,-1.54046,-1.570284,-0.498566,1.338733,-0.333124,-0.000373,0.332978,-0.00135,1.338732,1.634693,2.117573,-1.78255,-0.334983,-0.001439,1.634692 
 7.28,7,283071212,-0.476555,-1.791187,1.754525,-1.535083,-1.570307,-0.476555,1.365641,-0.298392,-0.029437,0.327311,-0.001374,1.365641,1.671978,2.150566,-1.78893,-0.361534,-0.001541,1.671976 
 7.29,7,299299657,-0.454172,-1.795746,1.753811,-1.529819,-1.570329,-0.454172,1.393091,-0.263198,-0.058574,0.321256,-0.0014,1.39309,1.711821,2.187861,-1.802846,-0.38485,-0.001644,1.71182 
 7.31,7,315460707,-0.431435,-1.799713,1.752629,-1.524678,-1.570352,-0.431434,1.421092,-0.227509,-0.08788,0.314877,-0.001427,1.421091,1.754441,2.230024,-1.824906,-0.404887,-0.00175,1.754439 
 7.33,7,331537550,-0.408361,-1.803082,1.750979,-1.519668,-1.570375,-0.40836,1.449656,-0.191285,-0.117458,0.308235,-0.001456,1.449655,1.800067,2.277668,-1.855789,-0.421581,-0.001858,1.800066 
 7.34,7,347513016,-0.384971,-1.805846,1.748865,-1.514798,-1.570399,-0.384971,1.478794,-0.15448,-0.147419,0.301397,-0.001487,1.478793,1.848949,2.331461,-1.896247,-0.434847,-0.00197,1.848947 
 7.36,7,363369700,-0.361289,-1.808001,1.746289,-1.510073,-1.570422,-0.361289,1.508518,-0.117042,-0.177881,0.294426,-0.001519,1.508517,1.901348,2.392128,-1.94712,-0.44457,-0.002084,1.901346 
 7.37,7,379090090,-0.337339,-1.809545,1.743251,-1.5055,-1.570446,-0.337339,1.538839,-0.078913,-0.208969,0.287392,-0.001552,1.538838,1.957548,2.460458,-2.009347,-0.450601,-0.002203,1.957546 
 7.39,7,394656696,-0.313146,-1.810473,1.739753,-1.501081,-1.570471,-0.313146,1.56977,-0.040028,-0.240816,0.280363,-0.001588,1.569769,2.017849,2.537309,-2.08398,-0.452745,-0.002326,2.017847 
 7.41,7,410052191,-0.288738,-1.810787,1.735797,-1.496819,-1.570496,-0.288738,1.601322,-0.000315,-0.273566,0.27341,-0.001625,1.601321,2.082571,2.623618,-2.172199,-0.45076,-0.002455,2.082569 
 7.42,7,425259554,-0.264144,-1.810487,1.731384,-1.492714,-1.570521,-0.264144,1.625341,0.040002,-0.305763,0.265303,-0.001655,1.625341,1.065384,2.667277,-2.0524,-0.613848,-0.00148,1.065382 
 7.44,7,440412229,-0.239393,-1.809574,1.726515,-1.488764,-1.570546,-0.239393,1.641595,0.080597,-0.337231,0.256192,-0.001677,1.641594,1.080605,2.692581,-2.102472,-0.589028,-0.001547,1.080603 
 7.45,7,455491278,-0.214516,-1.808052,1.72119,-1.484968,-1.570571,-0.214516,1.641595,0.120042,-0.365595,0.245132,-0.001684,1.641594,-1.075793,2.515255,-1.643132,-0.870462,0.000624,-1.075793 
 7.47,7,470779185,-0.189544,-1.805925,1.71541,-1.481322,-1.570597,-0.189544,1.625341,0.157636,-0.390422,0.23239,-0.001675,1.62534,-1.051264,2.404906,-1.605915,-0.797368,0.000578,-1.051265 
 7.48,7,486259095,-0.16451,-1.803198,1.709175,-1.477819,-1.570623,-0.164509,1.601322,0.193038,-0.412952,0.219545,-0.001658,1.601321,-2.03678,2.160806,-1.300988,-0.858016,0.001586,-2.03678 
 7.50,7,502070054,-0.139443,-1.799879,1.702485,-1.474454,-1.570649,-0.139443,1.56977,0.226015,-0.433085,0.206727,-0.001634,1.569769,-1.956089,2.013068,-1.246754,-0.764607,0.001503,-1.956089 
 7.51,7,518198770,-0.114377,-1.795974,1.69534,-1.471218,-1.570675,-0.114377,1.538839,0.257401,-0.452831,0.195115,-0.00161,1.538838,-1.880954,1.88092,-1.202801,-0.676504,0.001427,-1.880953 
 7.53,7,534631091,-0.089341,-1.791493,1.687738,-1.468103,-1.570701,-0.089341,1.508518,0.287322,-0.472302,0.18469,-0.001587,1.508517,-1.810948,1.762775,-1.167934,-0.593315,0.001357,-1.810948 
 7.55,7,551352129,-0.064368,-1.786444,1.679679,-1.465097,-1.570728,-0.064368,1.478794,0.315901,-0.491601,0.175435,-0.001565,1.478793,-1.745677,1.657211,-1.141122,-0.514651,0.001292,-1.745677 
 7.56,7,568346388,-0.039488,-1.780838,1.671161,-1.462189,-1.570754,-0.039487,1.449656,0.343251,-0.510821,0.167329,-0.001544,1.449655,-1.684772,1.562956,-1.121472,-0.440132,0.001231,-1.684772 
 7.58,7,585597894,-0.014728,-1.774686,1.662183,-1.459367,-1.570781,-0.014728,1.421092,0.369477,-0.530048,0.160352,-0.001523,1.421091,-1.627895,1.478875,-1.108217,-0.369389,0.001174,-1.627894 
 7.60,7,603090327,0.009883,-1.767998,1.652742,-1.456618,-1.570807,0.009883,1.386263,0.392666,-0.546595,0.153733,-0.001496,1.386262,-2.338651,1.16915,-0.782349,-0.385515,0.001949,-2.33865 
 7.62,7,620984323,0.034319,-1.760787,1.642838,-1.453929,-1.570833,0.034319,1.345493,0.412695,-0.56037,0.147501,-0.001462,1.345492,-2.220153,1.07089,-0.757765,-0.311954,0.00184,-2.220152 
 7.63,7,639269204,0.058554,-1.753063,1.632466,-1.451283,-1.57086,0.058554,1.305922,0.431467,-0.574042,0.142421,-0.001429,1.305922,-2.109912,0.983624,-0.738077,-0.244482,0.001738,-2.109911 
 7.65,7,657933905,0.082565,-1.744841,1.621625,-1.448667,-1.570886,0.082565,1.267515,0.449092,-0.58767,0.138443,-0.001398,1.267515,-2.00721,0.906065,-0.722603,-0.182497,0.001642,-2.00721 
 7.67,7,676967077,0.10633,-1.736131,1.61031,-1.446065,-1.570913,0.10633,1.224239,0.463327,-0.598297,0.134853,-0.001361,1.224238,-2.523222,0.58998,-0.395365,-0.193692,0.002237,-2.523221 
 7.69,7,696551097,0.129828,-1.726945,1.598518,-1.44346,-1.570939,0.129828,1.176469,0.474139,-0.605865,0.131626,-0.001318,1.176468,-2.357672,0.515286,-0.377826,-0.136647,0.002083,-2.357671 
 7.71,7,716683249,0.153042,-1.717297,1.586245,-1.440838,-1.570965,0.153042,1.130564,0.483848,-0.613323,0.129391,-0.001278,1.130563,-2.204976,0.450131,-0.36328,-0.08614,0.001941,-2.204975 
 7.73,7,737360609,0.175954,-1.707197,1.573487,-1.43818,-1.570991,0.175953,1.081178,0.490101,-0.617617,0.127446,-0.001233,1.081177,-2.554285,0.157738,-0.05586,-0.101232,0.002374,-2.554284 
 7.75,7,758792331,0.198549,-1.696658,1.560237,-1.435472,-1.571017,0.198549,1.028704,0.492947,-0.61874,0.125736,-0.001184,1.028703,-2.34572,0.108701,-0.049047,-0.059106,0.002177,-2.345719 
 7.78,7,780988296,0.220814,-1.68569,1.546492,-1.432695,-1.571043,0.220814,0.974051,0.492444,-0.616702,0.124211,-0.001132,0.974051,-2.561269,-0.148769,0.226799,-0.077553,0.002474,-2.561267 
 7.80,7,804188226,0.242738,-1.674305,1.532244,-1.429834,-1.571068,0.242737,0.913194,0.486304,-0.608535,0.122195,-0.001073,0.913193,-2.667271,-0.373511,0.469246,-0.095334,0.002657,-2.66727 
 7.82,7,828662741,0.264309,-1.662511,1.517487,-1.426871,-1.571094,0.264309,0.847682,0.474832,-0.594507,0.119648,-0.001007,0.847682,-2.669149,-0.555696,0.667653,-0.111632,0.002728,-2.669147 
 7.85,7,854722794,0.285521,-1.65032,1.502214,-1.42379,-1.571119,0.285521,0.775804,0.4565,-0.572552,0.116032,-0.000932,0.775803,-2.809897,-0.832938,0.9956,-0.162404,0.002977,-2.809896 
 7.88,7,882981492,0.306366,-1.63774,1.486417,-1.420573,-1.571144,0.306366,0.740942,0.458194,-0.576355,0.118147,-0.000901,0.740941,0.236377,0.932765,-1.242485,0.309873,-0.00068,0.236377 
 7.91,7,910489518,0.326839,-1.624778,1.470086,-1.417205,-1.571169,0.326839,0.702355,0.454746,-0.574129,0.119374,-0.000864,0.702354,-2.891689,-1.135893,1.349641,-0.213581,0.00318,-2.891687 
 7.94,7,940916123,0.346935,-1.611442,1.453212,-1.413667,-1.571194,0.346934,0.612248,0.415155,-0.526569,0.111409,-0.000763,0.612248,-2.950255,-1.415624,1.713752,-0.298016,0.003369,-2.950253 
 7.97,7,975873028,0.366651,-1.597739,1.435784,-1.409942,-1.571219,0.366651,0.547322,0.389017,-0.49618,0.107161,-0.000692,0.547322,-0.935694,-0.167981,0.13312,0.034926,0.000914,-0.935693 
 8.01,8,12312218,0.385987,-1.583672,1.41779,-1.406015,-1.571244,0.385986,0.468741,0.347829,-0.446244,0.098415,-0.0006,0.468741,-2.981304,-1.839932,2.291361,-0.45139,0.003613,-2.981302 
 8.05,8,58897390,0.40494,-1.569248,1.399217,-1.401867,-1.571268,0.40494,0.289913,0.223642,-0.28859,0.064949,-0.000376,0.289912,-3.03837,-2.234232,2.860303,-0.626069,0.003879,-3.038367 
 8.16,8,166274154,0.423513,-1.554468,1.380051,-1.39748,-1.571292,0.423512,0.123339,-0.013856,-0.005963,0.019867,-0.00014,0.123339,-0.893191,-2.726811,3.105348,-0.377688,0.001553,-0.89319 
 8.28,8,281136958,0.43198,-1.573461,1.399184,-1.397608,-1.571299,0.431979,0.133513,-0.289488,0.287315,0.002341,-9.9e-05,0.133513,1.492749,-3.098604,3.014086,0.086339,-0.001107,1.492749 
 8.32,8,326515285,0.440752,-1.592231,1.417701,-1.397345,-1.571305,0.440751,0.226726,-0.47212,0.460329,0.012068,-0.000168,0.226726,1.66384,-2.913087,2.602769,0.312128,-0.001252,1.66384 
 8.36,8,361465514,0.449844,-1.610776,1.435616,-1.396704,-1.571312,0.449843,0.290149,-0.576408,0.550523,0.026229,-0.000216,0.290149,1.864091,-2.844158,2.355775,0.49025,-0.001415,1.86409 
 8.39,8,390909675,0.459271,-1.629096,1.452943,-1.3957,-1.571319,0.45927,0.349528,-0.66165,0.618746,0.043306,-0.000261,0.349528,2.126348,-2.856506,2.193536,0.664961,-0.001623,2.126348 
 8.41,8,416714772,0.469048,-1.647188,1.469691,-1.394345,-1.571326,0.469048,0.407221,-0.733947,0.671872,0.062528,-0.000305,0.407221,2.307487,-2.675629,1.85988,0.817765,-0.001768,2.307486 
 8.44,8,440007088,0.479193,-1.665048,1.485873,-1.392655,-1.571334,0.479193,0.463365,-0.794445,0.711748,0.083198,-0.000348,0.463365,2.487985,-2.473215,1.524402,0.950859,-0.00191,2.487985 
 8.46,8,461444043,0.489722,-1.682672,1.501496,-1.390644,-1.571342,0.489722,0.52006,-0.847389,0.74283,0.105106,-0.000392,0.52006,2.792918,-2.446065,1.357667,1.090609,-0.002141,2.792917 
 8.48,8,481359840,0.500655,-1.700052,1.516569,-1.388326,-1.57135,0.500655,0.578455,-0.894934,0.767491,0.128036,-0.000436,0.578455,3.059798,-2.306999,1.101311,1.208021,-0.002339,3.059797 
 8.50,8,500035537,0.512009,-1.717181,1.531101,-1.385717,-1.571358,0.512009,0.631106,-0.92641,0.777221,0.149818,-0.000477,0.631106,2.520661,-1.0045,-0.097513,1.103685,-0.001922,2.520661 
 8.51,8,518065775,0.523805,-1.734051,1.545098,-1.382833,-1.571367,0.523805,0.67603,-0.940306,0.771551,0.169414,-0.000511,0.67603,2.448941,-0.525682,-0.536666,1.063882,-0.001851,2.44894 
 8.53,8,535632238,0.536064,-1.750651,1.558568,-1.379691,-1.571377,0.536063,0.717826,-0.944984,0.758267,0.187401,-0.000542,0.717826,2.296767,-0.0,-0.976869,0.978218,-0.001714,2.296766 
 8.55,8,552901671,0.548805,-1.76697,1.571516,-1.376307,-1.571386,0.548805,0.759481,-0.944984,0.741408,0.204285,-0.000573,0.759481,2.530262,-0.0,-0.975978,0.977526,-0.001863,2.530262 
 8.56,8,569861065,0.562053,-1.782996,1.583948,-1.372701,-1.571396,0.562053,0.800528,-0.940306,0.721319,0.21972,-0.000603,0.800528,2.29801,0.554267,-1.390647,0.837708,-0.001654,2.298011 
 8.58,8,586662541,0.575829,-1.798716,1.59587,-1.36889,-1.571407,0.575829,0.840923,-0.930996,0.698206,0.233547,-0.000632,0.840923,2.512992,0.554303,-1.36131,0.808543,-0.001777,2.512992 
 8.60,8,603285499,0.590157,-1.814115,1.607287,-1.364896,-1.571417,0.590156,0.880227,-0.917237,0.672526,0.245493,-0.000659,0.880227,2.20486,1.099274,-1.723007,0.625022,-0.0015,2.20486 
 8.61,8,619871787,0.60506,-1.829177,1.618205,-1.360738,-1.571429,0.60506,0.91708,-0.897893,0.643619,0.255077,-0.000684,0.91708,2.237575,1.232702,-1.761635,0.530297,-0.001475,2.237576 
