time,timesecs,timens,j0pos,j1pos,j2pos,j3pos,j4pos,j5pos,j0vel,j1vel,j2vel,j3vel,j4vel,j5vel,j0acc,j1acc,j2acc,j3acc,j4acc,j5acc
11.52,11,523585204,0.670954,-1.885714,1.656981,-1.342921,-1.571477,0.670953,-0.993384,0.743356,-0.487157,-0.25704,0.000721,-0.993384,2.206023,1.316995,-1.463502,0.148153,-0.001244,2.206024 
11.54,11,541510945,0.653501,-1.872177,1.648013,-1.347505,-1.571464,0.653501,-0.954623,0.766427,-0.513547,-0.253693,0.000699,-0.954623,2.118848,1.257185,-1.480897,0.225217,-0.001249,2.118848 
11.55,11,559444527,0.636722,-1.85823,1.638565,-1.352018,-1.571452,0.636721,-0.912922,0.784485,-0.537507,-0.247762,0.000673,-0.912922,2.519089,0.753146,-1.185451,0.434097,-0.001609,2.51909 
11.57,11,577563685,0.620592,-1.843893,1.628632,-1.356436,-1.57144,0.620591,-0.868614,0.797379,-0.558772,-0.23936,0.000644,-0.868614,2.372316,0.670456,-1.16186,0.493029,-0.00156,2.372316 
11.59,11,595869768,0.605086,-1.829184,1.61821,-1.360736,-1.571429,0.605086,-0.822263,0.804693,-0.576742,-0.228672,0.000613,-0.822263,2.675779,0.130704,-0.798983,0.670144,-0.001839,2.675779 
11.61,11,614559669,0.590181,-1.814122,1.607292,-1.364894,-1.571417,0.59018,-0.773729,0.805902,-0.590822,-0.215767,0.000579,-0.773729,2.517145,0.0,-0.707968,0.709687,-0.001768,2.517145 
11.63,11,633667462,0.575851,-1.798723,1.595875,-1.368889,-1.571407,0.575851,-0.724643,0.801913,-0.601326,-0.20124,0.000544,-0.724643,2.60766,-0.411205,-0.393147,0.806161,-0.001876,2.60766 
11.65,11,653368721,0.562073,-1.783003,1.583953,-1.372699,-1.571396,0.562073,-0.673002,0.790062,-0.605958,-0.184721,0.000507,-0.673002,2.621675,-0.782389,-0.081312,0.865555,-0.00192,2.621675 
11.67,11,673857799,0.548824,-1.766976,1.571521,-1.376306,-1.571386,0.548823,-0.619753,0.770699,-0.604562,-0.166716,0.000468,-0.619753,2.56352,-1.09584,0.210818,0.886875,-0.001903,2.56352 
11.69,11,695353699,0.53608,-1.750657,1.558573,-1.37969,-1.571377,0.53608,-0.560525,0.737197,-0.591333,-0.146398,0.000423,-0.560525,2.891766,-1.968339,0.985585,0.985001,-0.002172,2.891766 
11.71,11,718564565,0.52382,-1.734056,1.545103,-1.382832,-1.571367,0.523819,-0.492362,0.683994,-0.56098,-0.123494,0.000372,-0.492362,2.922718,-2.544435,1.576893,0.969941,-0.002209,2.922718 
11.74,11,744407413,0.512022,-1.717186,1.531106,-1.385716,-1.571358,0.512022,-0.460657,0.676948,-0.568216,-0.109192,0.000348,-0.460657,-0.329201,1.922014,-2.114346,0.191552,0.000239,-0.329201 
11.76,11,768839730,0.500666,-1.700057,1.516573,-1.388325,-1.57135,0.500666,-0.430225,0.665014,-0.570124,-0.095331,0.000325,-0.430225,2.655789,-2.772608,1.894995,0.879893,-0.00202,2.655788 
11.79,11,796475077,0.489732,-1.682676,1.501499,-1.390643,-1.571342,0.489732,-0.361167,0.587812,-0.515053,-0.073139,0.000272,-0.361167,2.304108,-2.746647,2.03131,0.717414,-0.001753,2.304108 
11.82,11,828711884,0.479201,-1.665052,1.485876,-1.392655,-1.571334,0.479201,-0.288705,0.494035,-0.442261,-0.052086,0.000217,-0.288705,2.089221,-2.897489,2.332012,0.567492,-0.001585,2.089221 
11.86,11,869178604,0.469055,-1.647191,1.469694,-1.394345,-1.571326,0.469054,-0.273109,0.494035,-0.452988,-0.041352,0.000205,-0.273109,-1.216781,2.863711,-2.888127,0.02281,0.000895,-1.216781 
11.90,11,902272971,0.459276,-1.629099,1.452945,-1.3957,-1.571319,0.459275,-0.304685,0.578318,-0.541477,-0.037191,0.000228,-0.304685,-0.582869,2.003309,-2.241349,0.237023,0.000409,-0.582869 
11.93,11,932309994,0.449847,-1.610778,1.435618,-1.396704,-1.571312,0.449847,-0.2832,0.562476,-0.537187,-0.025624,0.000211,-0.2832,1.858299,-2.874282,2.402191,0.473969,-0.00141,1.858299 
11.96,11,968320549,0.440754,-1.592232,1.417702,-1.397345,-1.571305,0.440754,-0.217342,0.452374,-0.441008,-0.011632,0.000161,-0.217342,1.671534,-2.976842,2.685647,0.293035,-0.001256,1.671534 
12.01,12,16481929,0.431981,-1.573462,1.399185,-1.397608,-1.571299,0.43198,-0.129716,0.281518,-0.279535,-0.002147,9.6e-05,-0.129716,1.329915,-2.743741,2.661221,0.084137,-0.000987,1.329915 
12.12,12,126081805,0.423513,-1.554468,1.380051,-1.39748,-1.571292,0.423512,-0.135458,0.013094,-0.012984,-0.00016,0.000155,-0.135458,-1.13276,-3.118519,3.145395,-0.025913,0.001919,-1.132758 
12.22,12,221977148,0.404942,-1.568576,1.394302,-1.397623,-1.571268,0.404942,-0.303707,-0.223894,0.223857,3.6e-05,0.000394,-0.303707,-3.106729,-2.167361,2.124236,0.043128,0.00396,-3.106727 
12.26,12,267780448,0.385991,-1.582347,1.408002,-1.397551,-1.571243,0.38599,-0.474845,-0.336472,0.331935,0.004537,0.000608,-0.474844,-2.984097,-1.748932,1.603767,0.145205,0.003612,-2.984095 
12.30,12,303855028,0.366657,-1.595777,1.421161,-1.397281,-1.571219,0.366657,-0.588488,-0.398799,0.387655,0.011146,0.000744,-0.588487,-3.146009,-1.587809,1.370182,0.217711,0.003669,-3.146007 
12.33,12,334608496,0.346943,-1.608857,1.433786,-1.396826,-1.571194,0.346943,-0.681699,-0.441356,0.422774,0.018588,0.00085,-0.681698,-2.776158,-1.094685,0.835011,0.259806,0.003077,-2.776156 
12.36,12,362425880,0.326849,-1.62158,1.445887,-1.396203,-1.571169,0.326849,-0.760136,-0.469542,0.443242,0.026311,0.000936,-0.760136,-2.826665,-0.909459,0.616483,0.293165,0.003035,-2.826663 
12.38,12,388080504,0.306379,-1.633938,1.457469,-1.395428,-1.571144,0.306378,-0.83098,-0.489236,0.455222,0.034029,0.00101,-0.830979,-2.656364,-0.605532,0.30047,0.30531,0.002737,-2.656362 
12.41,12,412203150,0.285536,-1.645922,1.468541,-1.394515,-1.571119,0.285536,-0.899832,-0.50423,0.462536,0.041716,0.001081,-0.899831,-3.059995,-0.637612,0.305631,0.332309,0.00314,-3.059993 
12.43,12,434872215,0.264326,-1.657521,1.479107,-1.393481,-1.571094,0.264326,-0.964407,-0.513825,0.464826,0.04903,0.001146,-0.964407,-2.593557,-0.192559,-0.115866,0.308819,0.002508,-2.593555 
12.45,12,456590030,0.242756,-1.668727,1.489174,-1.392342,-1.571068,0.242756,-1.018519,-0.515145,0.459698,0.055487,0.001197,-1.018518,-2.371928,0.076476,-0.35974,0.283725,0.002194,-2.371926 
12.47,12,477590668,0.220835,-1.679528,1.498748,-1.391113,-1.571043,0.220834,-1.075959,-0.51563,0.454003,0.061678,0.001251,-1.075958,-3.125521,-0.126691,-0.180368,0.307642,0.003019,-3.12552 
12.49,12,497682570,0.198571,-1.689914,1.507832,-1.38981,-1.571017,0.198571,-1.130564,-0.512624,0.445545,0.067143,0.001302,-1.130563,-2.267395,0.434182,-0.665819,0.232267,0.001978,-2.267394 
12.51,12,517276732,0.175978,-1.699874,1.516433,-1.38845,-1.570991,0.175978,-1.176469,-0.503527,0.432138,0.071466,0.001342,-1.176468,-2.420345,0.49514,-0.703151,0.208738,0.002121,-2.420344 
12.53,12,536370317,0.153068,-1.709397,1.524554,-1.387046,-1.570965,0.153068,-1.218057,-0.491007,0.416279,0.074819,0.001377,-1.218057,-1.920139,0.816621,-0.956763,0.14092,0.00153,-1.920138 
12.55,12,555146418,0.129856,-1.718471,1.5322,-1.385617,-1.570939,0.129856,-1.254966,-0.475109,0.398075,0.07714,0.001407,-1.254965,-2.012652,0.877531,-0.982755,0.106091,0.001619,-2.012652 
12.57,12,573594024,0.10636,-1.727085,1.539375,-1.384175,-1.570913,0.10636,-1.292992,-0.458305,0.37967,0.078759,0.001437,-1.292992,-2.111532,0.945227,-1.013296,0.069033,0.001713,-2.111531 
12.59,12,591702102,0.082597,-1.735228,1.546082,-1.382738,-1.570886,0.082597,-1.332171,-0.440515,0.361003,0.079654,0.001469,-1.332171,-2.217368,1.020578,-1.049048,0.029537,0.001813,-2.217367 
12.60,12,609459691,0.058588,-1.742888,1.552326,-1.381319,-1.57086,0.058588,-1.372537,-0.421657,0.34201,0.079808,0.001502,-1.372537,-2.330812,1.104585,-1.090786,-0.012622,0.001919,-2.330812 
12.62,12,626855995,0.034354,-1.750054,1.558109,-1.379932,-1.570833,0.034354,-1.407022,-0.3997,0.321071,0.078811,0.001529,-1.407021,-1.618901,1.416514,-1.312879,-0.102457,0.001132,-1.618901 
12.64,12,644050731,0.00992,-1.756716,1.563434,-1.378592,-1.570807,0.00992,-1.435303,-0.374778,0.298316,0.076666,0.001549,-1.435302,-1.671703,1.483289,-1.334574,-0.147454,0.001187,-1.671703 
12.66,12,661027766,-0.01469,-1.762864,1.568305,-1.377312,-1.57078,-0.01469,-1.464152,-0.348973,0.275424,0.073775,0.00157,-1.464152,-1.728135,1.557908,-1.363066,-0.193496,0.001245,-1.728135 
12.67,12,677771055,-0.039448,-1.768487,1.572724,-1.376104,-1.570754,-0.039448,-1.493582,-0.322202,0.252307,0.070143,0.001591,-1.493581,-1.788506,1.641269,-1.399133,-0.240701,0.001305,-1.788506 
12.69,12,694264760,-0.064328,-1.773576,1.576694,-1.37498,-1.570728,-0.064328,-1.523603,-0.294376,0.228872,0.065778,0.001613,-1.523602,-1.853151,1.734379,-1.443667,-0.289187,0.00137,-1.853151 
12.71,12,710493379,-0.0893,-1.778123,1.580217,-1.373951,-1.570701,-0.0893,-1.554227,-0.2654,0.205014,0.060685,0.001636,-1.554226,-1.92243,1.838369,-1.497693,-0.339057,0.001439,-1.92243 
12.72,12,726441872,-0.114334,-1.78212,1.583294,-1.373027,-1.570675,-0.114334,-1.585467,-0.23517,0.180622,0.054873,0.001659,-1.585466,-1.996734,1.954506,-1.562387,-0.390404,0.001513,-1.996734 
12.74,12,742095787,-0.1394,-1.78556,1.585928,-1.372216,-1.570649,-0.1394,-1.617335,-0.203576,0.155576,0.048353,0.001684,-1.617334,-2.076482,2.084208,-1.639095,-0.4433,0.001594,-2.076482 
12.75,12,757441389,-0.164466,-1.788436,1.588121,-1.371527,-1.570623,-0.164466,-1.641595,-0.169739,0.129165,0.040953,0.0017,-1.641594,-1.07039,2.317732,-1.796507,-0.519579,0.000557,-1.070391 
12.77,12,772616018,-0.1895,-1.790743,1.589873,-1.370966,-1.570597,-0.1895,-1.649762,-0.133317,0.10109,0.03263,0.001701,-1.649761,-0.0,2.472638,-1.896106,-0.575124,-0.000523,-1e-06 
12.78,12,787752386,-0.214472,-1.792477,1.591185,-1.370538,-1.570571,-0.214472,-1.641595,-0.095309,0.072057,0.023674,0.001685,-1.641594,1.075822,2.538521,-1.931737,-0.605675,-0.001586,1.075821 
12.80,12,802982143,-0.239349,-1.793635,1.592059,-1.370247,-1.570546,-0.239348,-1.625341,-0.056953,0.042941,0.014451,0.001661,-1.625341,1.059315,2.500084,-1.893106,-0.605918,-0.001519,1.059314 
12.81,12,818286357,-0.264099,-1.794215,1.592495,-1.370097,-1.570521,-0.264099,-1.601322,-0.018934,0.014188,0.005197,0.00163,-1.601321,2.068076,2.457752,-1.856329,-0.600716,-0.002491,2.068074 
12.83,12,833799495,-0.288694,-1.794215,1.592494,-1.370088,-1.570496,-0.288694,-1.56977,0.018454,-0.01405,-0.003941,0.001592,-1.569769,2.00129,2.364254,-1.785698,-0.577922,-0.002361,2.001288 
12.84,12,849504647,-0.313102,-1.793635,1.592054,-1.370221,-1.570471,-0.313102,-1.538839,0.054917,-0.041625,-0.01282,0.001556,-1.538838,1.939082,2.281027,-1.7272,-0.553265,-0.002237,1.93908 
12.86,12,865384448,-0.337295,-1.792477,1.591177,-1.370494,-1.570446,-0.337295,-1.508518,0.09054,-0.068667,-0.021393,0.001522,-1.508517,1.881123,2.20714,-1.679788,-0.526862,-0.002119,1.881121 
12.88,12,881421225,-0.361246,-1.790743,1.58986,-1.370904,-1.570422,-0.361246,-1.478794,0.125399,-0.095298,-0.029614,0.001489,-1.478793,1.827106,2.141745,-1.642533,-0.498791,-0.002004,1.827105 
12.89,12,897597138,-0.384929,-1.788435,1.588105,-1.371448,-1.570398,-0.384929,-1.449656,0.159566,-0.121633,-0.037439,0.001457,-1.449655,1.776742,2.084068,-1.614617,-0.469098,-0.001894,1.77674 
12.91,12,913894321,-0.408319,-1.785559,1.585909,-1.37212,-1.570375,-0.408319,-1.421092,0.193107,-0.147782,-0.044826,0.001427,-1.421091,1.72976,2.033403,-1.595317,-0.437799,-0.001787,1.729758 
12.93,12,930295019,-0.431394,-1.782119,1.583271,-1.372914,-1.570352,-0.431394,-1.393091,0.226083,-0.173846,-0.051734,0.001399,-1.39309,1.685905,1.989107,-1.583995,-0.40489,-0.001683,1.685904 
12.94,12,946781715,-0.454133,-1.778122,1.580191,-1.373822,-1.570329,-0.454133,-1.365641,0.25855,-0.199922,-0.058122,0.001372,-1.365641,1.644941,1.950593,-1.580089,-0.370346,-0.001581,1.64494 
12.96,12,963337257,-0.476517,-1.773575,1.576665,-1.374835,-1.570306,-0.476517,-1.338733,0.290559,-0.2261,-0.063951,0.001347,-1.338732,1.606645,1.917328,-1.5831,-0.33413,-0.001482,1.606644 
12.97,12,979944963,-0.498529,-1.768486,1.572692,-1.375943,-1.570284,-0.498529,-1.305922,0.320484,-0.251149,-0.068829,0.001316,-1.305922,2.332892,1.679218,-1.427217,-0.252265,-0.002154,2.332891 
12.99,12,996755161,-0.520154,-1.762863,1.568269,-1.377135,-1.570262,-0.520154,-1.267515,0.348078,-0.274898,-0.072679,0.001281,-1.267515,2.238055,1.604874,-1.399035,-0.206152,-0.002004,2.238054 
13.01,13,13754478,-0.54138,-1.756715,1.563395,-1.3784,-1.570241,-0.54138,-1.230238,0.374771,-0.298484,-0.075792,0.001249,-1.230237,2.149023,1.536589,-1.376587,-0.16036,-0.001862,2.149022 
13.03,13,30929848,-0.562194,-1.750053,1.558067,-1.379726,-1.57022,-0.562194,-1.194057,0.400615,-0.321973,-0.078153,0.001218,-1.194056,2.065308,1.473688,-1.359211,-0.114876,-0.001727,2.065306 
13.04,13,48268596,-0.582589,-1.742886,1.552281,-1.381098,-1.570199,-0.582588,-1.15894,0.425657,-0.345424,-0.079751,0.001189,-1.158939,1.986464,1.415575,-1.346321,-0.069691,-0.001599,1.986462 
13.06,13,65758508,-0.602556,-1.735226,1.546034,-1.382503,-1.570178,-0.602556,-1.11937,0.447651,-0.367004,-0.080175,0.001156,-1.11937,2.524197,1.09579,-1.117176,0.020654,-0.002114,2.524196 
13.08,13,83564192,-0.62209,-1.727083,1.539324,-1.383928,-1.570158,-0.62209,-1.075693,0.466432,-0.386548,-0.079425,0.00112,-1.075692,2.383513,1.01465,-1.078616,0.063226,-0.001942,2.383512 
13.10,13,101678881,-0.641189,-1.718468,1.532146,-1.385356,-1.570138,-0.641188,-1.033719,0.484128,-0.40577,-0.077913,0.001087,-1.033719,2.252163,0.939895,-1.044088,0.103448,-0.001782,2.252162 
13.12,13,120096164,-0.659848,-1.709394,1.524498,-1.386774,-1.570118,-0.659848,-0.988564,0.498277,-0.42256,-0.075287,0.00105,-0.988564,2.635306,0.596491,-0.777602,0.180145,-0.002178,2.635305 
13.13,13,138997177,-0.678068,-1.699871,1.516374,-1.388165,-1.570099,-0.678068,-0.940585,0.508808,-0.436792,-0.071604,0.001011,-0.940585,2.443904,0.51881,-0.728921,0.209177,-0.00198,2.443903 
13.15,13,158384094,-0.69585,-1.68991,1.50777,-1.389514,-1.57008,-0.695849,-0.894934,0.518181,-0.450488,-0.067298,0.000974,-0.894934,2.267581,0.448938,-0.684554,0.234715,-0.0018,2.26758 
13.17,13,178259530,-0.713195,-1.679524,1.498683,-1.390806,-1.570061,-0.713194,-0.847389,0.523846,-0.461359,-0.062113,0.000935,-0.847388,2.500893,0.124472,-0.410528,0.285013,-0.00208,2.500892 
13.19,13,198830266,-0.730106,-1.668722,1.489107,-1.392025,-1.570042,-0.730105,-0.794445,0.523228,-0.466993,-0.055883,0.00089,-0.794444,2.629846,-0.178462,-0.141032,0.318363,-0.002273,2.629846 
13.22,13,220324757,-0.746588,-1.657516,1.479038,-1.393154,-1.570023,-0.746587,-0.737452,0.516456,-0.467279,-0.04885,0.00084,-0.737452,2.656621,-0.443312,0.10844,0.333703,-0.002374,2.65662 
13.24,13,243000785,-0.762645,-1.645916,1.468469,-1.394178,-1.570005,-0.762644,-0.677787,0.503859,-0.462277,-0.041281,0.000786,-0.677787,2.590539,-0.657793,0.324929,0.331705,-0.002388,2.590539 
13.26,13,267154657,-0.778283,-1.633931,1.457395,-1.395081,-1.569987,-0.778283,-0.611709,0.481817,-0.448346,-0.0332,0.000723,-0.611708,2.826621,-1.133918,0.800694,0.331948,-0.002782,2.82662 
13.29,13,293591564,-0.79351,-1.621573,1.44581,-1.395848,-1.569968,-0.79351,-0.581047,0.485331,-0.458425,-0.026649,0.000701,-0.581047,-0.393539,1.380823,-1.562553,0.18187,0.001038,-0.393539 
13.31,13,318878573,-0.808332,-1.608849,1.433707,-1.396462,-1.56995,-0.808331,-0.548026,0.482809,-0.462527,-0.020041,0.000675,-0.548026,2.84535,-1.521372,1.20229,0.317788,-0.002954,2.84535 
13.34,13,347166255,-0.822756,-1.595768,1.421078,-1.396909,-1.569932,-0.822756,-0.463145,0.430433,-0.418435,-0.011795,0.000583,-0.463145,3.017732,-2.064617,1.805814,0.257442,-0.00337,3.017731 
13.38,13,380874440,-0.836791,-1.582337,1.407917,-1.397172,-1.569914,-0.836791,-0.383103,0.375649,-0.370758,-0.004724,0.000494,-0.383103,1.829542,-1.252934,1.08271,0.169394,-0.002034,1.829541 
13.41,13,419905748,-0.850446,-1.568564,1.394214,-1.397236,-1.569897,-0.850445,-0.243424,0.249202,-0.24905,-4.7e-05,0.00032,-0.243424,3.130308,-3.049513,3.001178,0.046971,-0.004022,3.130307 
13.51,13,516846782,-0.863728,-1.554456,1.379961,-1.397086,-1.569879,-0.863728,0.0,0.0,0.0,0.0,0.0,0.0,2.82678,-3.002652,3.033405,-0.031967,-0.003787,2.826779 
